smiles,mutagenicity
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,0
c1ccc2c(c1)-c1ccccc1C1C2N1C1CCCCC1,1
NC(=O)Nc1nc2ccccc2[nH]1,1
NC(=O)N=NC(N)=O,1
CCC=CC#N,0
FC(Cl)(Cl)Cl,0
CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,0
CC(C)=CCCC(C)=CC=O,0
CCCCCCCCCCCCOCC1CO1,0
C[n+]1c2ccccc2nc2ccccc21,1
NC(=NO)c1ccccc1,1
CCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,0
CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0
CCCCSCCC(N)C(=O)O,0
Nc1cccc2c1-c1ccccc1C2,1
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,0
CC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
[N-]=[N+]=C1C=CC(=O)C=C1,1
O=[N+]([O-])c1ccc2ccc3c4ccccc4cc4ccc1c2c43,1
CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO,0
COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)OC1OC=CC21,1
CCOc1cc(C=O)ccc1O,0
Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CC1)=CC2=O,1
CC=CC=CC=O,1
CC(C)N=C=NC(C)C,0
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,1
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,1
NP(=O)(OCCC(=O)O)N(CCCl)CCCl,1
CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,1
CN1CCNCC1,0
OCC(Br)=C(Br)CO,1
Cc1c(N)ccc(N)c1C,0
NCCCN,0
c1ccc(-c2ccc(CC3CO3)cc2)cc1,1
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,0
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,0
Nc1ccc2nc3c(N)cccc3nc2c1,1
O=[N+]([O-])c1ccccc1CCl,1
OCc1c2ccccc2cc2c1ccc1ccccc12,1
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,0
Clc1c2ccccc2cc2c1ccc1ccccc12,1
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,1
COc1ccc2cccc3c2c1C(=O)N(C)C3=O,0
NC(CSCc1ccccc1)C(=O)O,0
Nc1c(O)cccc1C(=O)O,0
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,0
COC(=O)C(c1ccccc1)C1CCCCN1,0
OC1C=CC=CC1O,1
O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)C(O)C2O,1
Nc1cccc2nc3ccccc3nc12,1
Cc1ccc(C)c2c1[nH]c1ccc([N+](=O)[O-])cc12,1
Nc1ccc2c(c1)[nH]c1ccccc12,1
O=C(O)C(Cl)(Cl)Cl,0
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0
CCN(CC)S(=O)(=O)c1ccc(N)cc1,0
Clc1nnc(Cl)c2ccccc12,0
Cc1ccccc1OCC1CO1,1
CCOCCOC(=O)C=Cc1ccc(OC)cc1,0
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,1
O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,1
CC(O)CNCC(C)O,0
Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],1
Nc1cccc([N+](=O)[O-])c1N,1
c1ccc(C(c2ccccc2)c2ccccc2)cc1,0
O=[N+]([O-])c1cccc(CO)c1,0
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,1
NC(=O)c1cccnc1,0
O=C(O)C=Cc1ccc(Cl)cc1,0
O=CC1CO1,1
OC1c2ccc3nc4ccc5ccccc5c4cc3c2C2OC2C1O,1
CN(C)CCNC(=O)c1cccc2c1Nc1ccccc1O2,1
COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,1
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O,0
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,1
CC1=CC(O)C2CC1C2(C)C,0
CC(C)[N+](=O)[O-],1
CC(C)CCCC(C)C1CCC2C3C(OO)C=C4CC(O)CCC4(C)C3CCC12C,1
ClCc1ccc(Br)cc1,0
O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12,1
Cc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,1
Oc1cccc2cc3cccc(O)c3c(O)c12,0
CNC(=O)C=C(C)OP(=O)(OC)OC,1
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,0
O=[N+]([O-])c1ccc2c(c1)Oc1ccc([N+](=O)[O-])cc1O2,1
Nc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,1
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,0
c1cnc2c3c(ccc2c1)CCC1OC31,1
O=C1CCC(=O)N1c1ccc(Cl)cc1,0
CC(=O)CN(C)N=O,1
BrCc1c2ccccc2cc2ccccc12,1
NC(=O)c1ccccc1C(N)=O,0
O=C(O)C=Cc1ccc([N+](=O)[O-])o1,1
c1ccc2c(c1)-c1cc3c(cc1C1NC21)-c1ccccc1C1NC31,1
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0
CCc1c(O)ccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1
Cn1c(N)nc2c3cccnc3ccc21,1
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,1
O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)C(F)(F)F,1
CC(=O)OC(C)=O,0
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0
COc1ccccc1N,1
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0
N=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0
Cc1cnccn1,0
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,0
c1ccc(-c2ccccc2)cc1,0
Cc1ccc2nc3c(ccc4ccccc43)c(C)c2c1,1
O=c1oc2c([N+](=O)[O-])cccc2c2ccccc12,1
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0
C=C(Br)CBr,1
COc1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,1
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,0
CCCCC(CC)CO,0
Nc1ccccc1C(=O)O,0
Cc1c(NO)cnc2c1nc1c(C)cccn12,1
ClC(Cl)(Cl)C(Cl)(Cl)Cl,0
CCn1c(N)nc2c3nc(C)cnc3ccc21,1
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0
Cc1ccc2c(ccc3cc4ccccc4cc32)c1,1
O=[N+]([O-])c1c2ccccc2cc2c1ccc1ccccc12,0
O=Nc1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,1
CCc1cccc(CC)c1N,1
NCC(=O)O,0
ClNc1ccc2c(c1)Cc1ccccc1-2,1
O=P(O)(OCC(Br)CBr)OCC(Br)CBr,1
NC(=O)CN1CC(O)CC1=O,0
O=Cc1cccc(-c2ccccc2)c1,0
Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
CC(=O)C(C)O,0
CC1CC2c3cc(Br)cc4c3c(cn4CC3CC3)CC2N(C)C1,0
CC(=O)Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43,1
CCCCCl,0
CCCCCCCC(=O)O,0
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,1
O=C(O)COc1ccc(Cl)cc1,0
CC1(C)C2CCC3(CO3)C1C2,0
CCCN(C(=N)NN=O)[N+](=O)[O-],1
Nc1nccs1,1
O=[N+]([O-])c1ccc2c(c1)CCc1ccccc1-2,1
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1
CC1=NCCc2c1[nH]c1cc(O)ccc21,0
CCOP(=O)(OCC)OCC,0
ClCc1ccc(CCl)cc1,0
COC(=O)C1=CCCN(C)C1,1
NC(CSC(Cl)=C(Cl)C(Cl)(Cl)Cl)C(=O)O,1
O=[N+]([O-])c1ccc2sc3ccccc3c2c1,1
c1ccc2cc3ccccc3cc2c1,1
CCCCCCCCCCCCCCCCCCO,0
COC(=O)C12OC1(C)C(C)(O)OC2=O,1
CC1(c2ccccc2)C(=O)c2ccccc2N1O,0
Cc1ccc([N+]#N)cc1,1
NC(CSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl)C(=O)O,1
COP(=O)(OC)OC=C(Cl)Cl,1
Nc1ccc(Oc2ccccc2)cc1,1
CCCCOCCOCCO,0
Nc1c2ccccc2nc2ccc(Cl)cc12,1
CCBr,1
C1COCCOCCOCCOCCOCCO1,0
CC(=O)c1cc(NC(N)=O)ccc1OCC(O)CNC(C)(C)C,1
O=[N+]([O-])c1ccc2c(c1)CC=C2,1
CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12,0
CCCCOCCOCCSC#N,0
NCCCCCCN,0
Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1Cl,1
O=C1c2ccccc2C(=O)c2ccccc21,1
Cn1cnc2c1c(=O)[nH]c(=O)n2C,0
Cc1ccccc1N=Nc1ccc(N)c(C)c1N,1
ClCC1CO1,1
O=C(O)CC(Cl)C(=O)O,0
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,0
CCCC(=O)OCCC(C)C,0
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0
Nc1ccc2cc3ccc(N)cc3nc2c1,1
CCc1ccccc1N,0
OCCN(CCO)c1ccc2ccccc2c1,1
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,0
O=[N+]([O-])c1ccc(CBr)cc1,1
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1,0
CN[N+](=O)[O-],0
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,0
O=CCO,0
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,0
O=[N+]([O-])c1ccc(C=Cc2ccccc2)cc1,1
CNC(C)C(O)c1ccccc1,0
CC(=O)c1ccc[nH]1,1
BrCC(Br)c1ccccc1,1
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,0
O=S(=O)(O)OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,1
Nc1ccccc1C(=O)OCC=Cc1ccccc1,0
COC(=O)C1(C(N)=O)OC1(C)C(O)C(C)C,1
OC1C=C2c3ccc4ccccc4c3-c3cccc(c32)C1O,1
O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0
CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1,1
ClN1C2c3ccccc3-c3ccccc3C21,1
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0
O=C(OCc1ccccc1)c1ccccc1O,0
Nc1ncnc2[nH]cnc12,1
C1COCCOCCOCCOCCO1,0
COc1ccccc1CC1CO1,1
CCc1cccc(CC)c1NC(=O)CCl,1
O=c1c2cccc3ccc4cccc1c4c32,1
CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,1
c1ccc2c3c4c(cc5ccccc5c4cc2c1)C1=C3CCCC1,1
Cc1cc(N)ccc1-c1ccc(O)cc1,1
O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1,1
Cc1c(N)cccc1N,1
CCCCCCCCC=O,0
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0
Cc1cc2c(C)c3ccccc3nc2c2ccccc12,1
Cc1c2ccccc2cc2c1ccc1ccccc12,1
C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0
CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,1
NCCNCCNCCNCCN,1
CCOc1ccccc1N,0
CCC1=C(CC2NCCc3cc(OC)c(OC)cc32)CC2c3cc(OC)c(OC)cc3CCN2C1,0
CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,0
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,0
CN(C)C(=O)Oc1ccc[n+](C)c1,0
CC(=O)CCC(C)=O,0
COC(=O)COc1ccc(Cl)cc1Cl,0
O=CC=Cc1ccco1,0
O=C1C=Cc2ccc3c4c(ccc1c24)C(=O)C=C3,1
Nc1ccc(Sc2ccccc2)cc1,1
Nc1cccc2ncccc12,1
Nc1ccc2c(c1)-c1ccccc1C2,1
Cn1ccnc1[N+](=O)[O-],1
CCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,1
O=[N+]([O-])C1=Cc2cccc3cccc(c23)O1,1
CC1SCC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(N)=O)NC1=O,0
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1
CC(Br)CBr,1
Cc1cc2cc3ccccc3cc2c2ccccc12,1
CCN(CC)CCO,0
CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2C1,1
O=C1OC(=O)c2ccccc21,0
C=Cc1ccccc1Cl,0
Nc1ccc(N)c([N+](=O)[O-])c1,1
O=C(c1ccccc1)c1ccccc1,0
O=CN(O)c1ccccc1,0
C=CC(=O)OCCCCC,0
COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,0
C=CCCCCCCCCCCCCC,0
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,0
OC1Cc2cc3cccc4ccc5ccc1c2c5c43,1
OCCN(CCO)CCO,0
COC1=CC(=O)c2c(nc(C)c3c2[nH]c2ccccc23)C1=O,1
O=c1oc2ccc([N+](=O)[O-])c3ccc4cccc1c4c23,1
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,0
Cc1ccc(N)cc1C,1
O=C(Cl)c1c(Cl)cccc1Cl,1
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,1
CCC=CCCC=CC=O,0
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,1
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0
ONc1cnc2c(c1)nc1ccccn12,1
Cc1ccc2c(c1)Cc1cc(C)ccc1-2,0
Nc1ccc(CCc2ccc(N)cc2)cc1,1
O=C1C=C(O)C(=O)c2ccccc21,1
CC1(O)CC2CCC1(C)C2(C)C,0
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,0
CC(=O)Nc1ccc2c(c1O)Cc1ccccc1-2,0
CCCC(=O)O,0
Nc1ccccc1N,1
O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,0
Clc1ccccn1,1
CCCCC=O,0
COc1ccc2nc(N)sc2c1,1
CC1(c2ccccc2)CO1,1
C=CC(=C)C,0
Cc1cnc2ccccc2c1,1
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0
C=CC(=O)OCCCCCOC(=O)C=C,0
O=Cc1ccccc1O,0
NC1=C2C(=O)c3ccccc3C(=O)C2=C(N)CC1,1
C=CCOC(=O)CC(C)C,0
NP(=O)(O)N(CCCl)CCCl,1
OCC1OC(n2cnc3c2ncn2ccnc32)CC1O,0
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0
Cc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1
C=C(C)C([O-])=N[N+](C)(C)CC(C)O,0
OCc1cc2ccccc2c2ccc3ccccc3c12,1
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1
CN1CC=C(c2ccccc2)CC1,0
O=C1c2ccccc2C(=O)C1(O)O,0
C1OC1C1CO1,1
N#CCC#N,0
CN(C)CCO,0
O=[N+]([O-])c1ccc2ncccc2c1,1
O=S1(=O)CC=CC1,0
CNC1Cc2cccc3cccc(c23)C1,1
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,1
Cc1ccccc1C(N)=O,0
CC1(C)CCCC(C)(C)N1O,0
O=C(C=Cc1ccc(-c2ccccc2)cc1)c1ccccc1,0
CC(=O)Nc1ccc(C(=O)CCl)cc1,1
Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0
Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1
CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,0
CC(=O)OCN(C)[N+](=O)[O-],1
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,1
Sc1nc2ccccc2s1,0
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0
Oc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c32)c1,1
ON=C1CCCCC1,1
COP(=O)(OC)OC,1
CN(C)N=Nc1[nH]cnc1C(N)=O,1
Cc1nc2ccc3c(nc(N)n3C)c2nc1C,1
O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,0
CCC=CC=CC=CC=CC=COCC(C)O,1
O=Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0
ClC=CCl,0
FC(F)(F)c1ccccc1,0
CC(=O)c1cc(NC(=O)NC(C)(C)C)ccc1OCC(O)CNC(C)(C)C,0
CC(Br)C(N)=O,1
CC1=C2C(=CC(C)(CO)C2O)C(=O)C(C)(O)C12CC2,1
O=C(O)CCc1ccccc1,0
CC(C)(C)O,0
COc1cc2c(c3oc(=O)c4c(c13)CCC4O)C1C=COC1O2,1
CCCCCCCCCCCCCCCCCC(=O)O,0
O=[N+]([O-])c1cccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,1
CCOP(=O)(CC)OCC,0
Nc1ccc2ccc3cccc4ccc1c2c34,1
Cn1ccc2ccc3ccc4ccc(O)cc4c3c21,1
O=[N+]([O-])c1cccc(O)c1,1
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,0
CC1CN(N=O)CC(C)O1,1
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
Cc1c(-c2cnccn2)ssc1=S,0
Nc1ccc(F)cc1,1
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0
O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,0
CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,1
Cc1cnc2c(C)c(C)c3c(nc(N)n3C)c2n1,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
Cc1cccc2cc3c(ccc4ccccc43)cc12,1
Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3,1
Oc1ccc2ccccc2n1,0
CN(C)C(=N)N(C)C,0
O=[N+]([O-])c1cc2ccccc2c2ccccc12,1
O=NN1CC(Cl)C(Cl)C1,1
Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O,0
c1ccc2c(c1)-c1c(ccc3ccccc13)C1NC21,1
O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3O,1
ClCc1ccc2ccc3cc4ccccc4c4ccc1c2c34,0
Cn1c(N)nc2nc3ncccc3cc21,0
CCOc1ccc(N=O)cc1,1
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0
COc1cc(CCC(C)=O)ccc1O,0
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)CCC=C4,1
O=C(O)c1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,1
CCC[N+](=O)[O-],0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1
Cn1cccc1,0
CCOc1ccc(N)cc1,1
COP(=S)(OC)Oc1ccc(N=O)c(C)c1,1
[N-]=[N+]=Nc1ccc2c(Nc3ccc(C(=O)O)cc3)c3ccccc3nc2c1,1
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,1
Fc1c(F)c(Cl)c(F)c(Cl)c1F,0
CN(C)c1ccc(N=Nc2cccc3ccccc23)cc1,1
CSC(C)(C)C(=O)NC(CS)C(=O)O,0
ON=CC=NO,0
Oc1c(Br)cc(Br)cc1Br,0
Nc1cc(Cl)c(Cl)c(Cl)c1,0
O=[N+]([O-])c1c2ccccc2c([N+](=O)[O-])c2ccccc12,0
O=c1c(=O)c2cc3ccccc3c3ccc4cccc1c4c23,1
Cc1ccccn1,0
CC(C)=CCCC(C)CCO,0
CC(C)(C)c1cc(O)ccc1O,0
Cn1c(N)nc2ccc3ncccc3c21,1
Cc1ccc(N)cc1[N+](=O)[O-],1
CNC(=O)N(O)C(C)=O,1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0
COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,0
Clc1ccccc1Cl,0
C=CCN,0
Cc1cccc(C)c1,0
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,1
OCC(CO)(CO)CO,0
BrCC1CO1,1
CCCCN(N)CCCC,0
CC(=O)OCC(=O)CN(C)N=O,1
CCCCCCCC1CCC(=O)O1,0
Nc1ccc(N)c2c1C(=O)c1cccc([N+](=O)[O-])c1C2=O,1
CCOC(=O)CNC(=O)C=[N+]=[N-],1
CC(=O)Nc1cc2c(cc1O)-c1ccccc1C2,0
COc1nsc2cc([N+](=O)[O-])ccc12,1
O=[N+]([O-])c1ccc2c([N+](=O)[O-])cc3c([N+](=O)[O-])cccc3c2c1,1
O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,1
CC=Cc1ccc(O)c(OC)c1,0
CCOc1ccccc1[N+](=O)[O-],1
O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)C=CCC4,1
O=C1c2ccccc2-c2c1ccc1ccccc21,1
C=Cc1ccc(O)c(OC)c1,0
CCC=CC=O,1
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,0
OC1C=Cc2ccc3c(ccc4ccccc43)c2C1O,1
COc1ccc(CNC(=O)C(C)Br)cc1OC,1
c1ccc2[nH]ccc2c1,0
Nc1c(O)ccc2ccccc12,0
C1=CC2OC2c2ncccc21,1
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0
O=Nn1cc(CCO)c2ccccc21,1
O=[N+]([O-])c1ccc(CO)c([N+](=O)[O-])c1,1
c1cc2c3c(cccc3c1)C1NC21,1
COc1nsc2ccc(OCC3CO3)cc12,1
O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,0
C=CCOC(=O)C=C,0
CCc1ccccc1,0
CN=NO,1
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
CCSC(=O)N1CCCCCC1,0
O=[N+]([O-])c1nc2ccccc2[nH]1,1
Cc1c2ccccc2c(CBr)c2ccccc12,1
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,1
c1ccc2c(c1)-c1ccc3c4c1c-2cc1cccc(c14)C1OC31,1
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,1
CN(C)N=O,1
CCCC(=O)OCc1ccc([N+](=O)[O-])cc1,1
O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1
CCN(CC)c1ccc(N)cc1,1
C=C(C)C1CC=C(C=O)CC1,0
C1CCC2CCCCC2C1,0
Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
COC1OC1(C)C,1
Cc1ccc2c(c1)-c1ccccc1C2C,1
OCCNc1ccc(N=Nc2ccc(NCCO)cc2)cc1,1
CS(=O)c1ccc(Cl)cc1,0
CN(C)c1ccc(N=Nc2ccc3ccccc3c2)cc1,1
CCCCCCCCCCSCn1cc[n+](C)c1,1
Cc1ccc2nc3ccccc3c(N)c2c1,1
O=S(=O)(O)OCc1cc2ccccc2c2ccc3ccccc3c12,1
CCCCN(CC)CC,0
c1cc(-c2ccncc2)ccn1,1
Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,1
CON(C)C(=O)Nc1ccc(Br)cc1,0
COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,1
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,1
c1ccc(N2CCNCC2)cc1,0
NN=C1N=NC=C2C=CC=CC21,1
CC(=O)Nc1cnc2ccccc2c1,0
CCN1CCOCC1,1
CC1=NN(c2ccccc2)C(=O)C1,0
Cc1cc(O)c2c(c1O)C(=O)C13CC4C(O)=C5C(=O)c6c(O)cc(C)c(O)c6C(=O)C56CC(C(O)=C1C2=O)C(O)C3C6C4O,0
c1ccc2c(c1)cc1sc3cccc4ccc2c1c43,1
O=C(Nc1ccc(Cl)cc1)c1csc([N+](=O)[O-])c1,1
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,1
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,0
Cc1ccc(C)c(NO)c1,1
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1
N#CC1=Cc2cccc3cccc1c23,1
O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c([N+](=O)[O-])c1,1
ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,0
[N-]=[N+]=NCC(N)C(=O)O,1
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0
